ID,Name,City,Country,IATA 3,Latitute,Longitude
2799,Albany International Airport,Albany,United States,ALB,42.74829865,-73.80169678
2800,Valdez Pioneer Field,Valdez,United States,VDZ,61.13389969,-146.2480011
2801,Langley Air Force Base,Hampton,United States,LFI,37.082901,-76.36049652
2802,John Wayne Airport-Orange County Airport,Santa Ana,United States,SNA,33.67570114,-117.8679962
2803,Columbus Air Force Base,Colombus,United States,CBM,33.64379883,-88.44380188
2804,Kendall-Tamiami Executive Airport,Kendall-tamiami,United States,TMB,25.64789963,-80.43280029
2805,Oceana NAS,Oceana,United States,NTU,36.8207016,-76.03350067
2806,Grissom Air Reserve Base,Peru,United States,GUS,40.64810181,-86.15209961
2807,Casper-Natrona County International Airport,Casper,United States,CPR,42.90800095,-106.4639969
2808,Destin-Ft Walton Beach Airport,Valparaiso,United States,VPS,30.4832,-86.525398
2809,Craig Field,Selma,United States,SEM,32.34389877,-86.9878006
2810,Key West International Airport,Key West,United States,EYW,24.55610085,-81.75959778
2811,Charlotte Douglas International Airport,Charlotte,United States,CLT,35.2140007,-80.94309998
2812,McCarran International Airport,Las Vegas,United States,LAS,36.08010101,-115.1520004
2813,Orlando International Airport,Orlando,United States,MCO,28.42939949,-81.30899811
2814,Florence Regional Airport,Florence,United States,FLO,34.1853981,-79.72389984
2815,Great Falls International Airport,Great Falls,United States,GTF,47.48199844,-111.3710022
2816,Youngstown Warren Regional Airport,Youngstown,United States,YNG,41.26070023,-80.67910004
2817,Ladd AAF Airfield,Fort Wainwright,United States,FBK,64.83750153,-147.6139984
2818,Mc Minnville Municipal Airport,Mackminnville,United States,MMV,45.19440079,-123.1360016
2819,Robins Air Force Base,Macon,United States,WRB,32.64009857,-83.59190369
2820,Suvarnabhumi Airport,Bangkok,Thailand,BKK,13.68109989,100.7470016
2821,Naha Airport,Naha,Indonesia,NAH,3.683209896,125.5279999
2822,Pongtiku Airport,Makale,Indonesia,TTR,-3.044739962,119.8219986
2823,Wolter Monginsidi Airport,Kendari,Indonesia,KDI,-4.081610203,122.4179993
2824,Maimun Saleh Airport,Sabang,Indonesia,SBG,5.874129772,95.33969879
2825,Abdul Rachman Saleh Airport,Malang,Indonesia,MLG,-7.926559925,112.7149963
2826,Husein Sastranegara International Airport,Bandung,Indonesia,BDO,-6.900629997,107.5759964
2827,Penggung Airport,Cirebon,Indonesia,CBN,-6.756140232,108.5400009
2828,Adi Sutjipto International Airport,Yogyakarta,Indonesia,JOG,-7.788179874,110.4319992
2829,Tunggul Wulung Airport,Cilacap,Indonesia,CXP,-7.645060062,109.0339966
2830,Pondok Cabe Air Base,Jakarta,Indonesia,PCB,-6.336959839,106.7649994
2831,Achmad Yani Airport,Semarang,Indonesia,SRG,-6.97273,110.375
2832,Hang Nadim International Airport,Batam,Indonesia,BTH,1.121029973,104.1190033
2833,Buluh Tumbang (H A S Hanandjoeddin) Airport,Tanjung Pandan,Indonesia,TJQ,-2.74571991,107.7549973
2834,Pangkal Pinang (Depati Amir) Airport,Pangkal Pinang,Indonesia,PGK,-2.162199974,106.1389999
2835,Raja Haji Fisabilillah International Airport,Tanjung Pinang,Indonesia,TNJ,0.922683001,104.5319977
2836,Dabo Airport,Singkep,Indonesia,SIQ,-0.479189009,104.5790024
2837,Syamsudin Noor Airport,Banjarmasin,Indonesia,BDJ,-3.442359924,114.7630005
2838,Iskandar Airport,Pangkalan Bun,Indonesia,PKN,-2.705199957,111.6729965
2839,Tjilik Riwut Airport,Palangkaraya,Indonesia,PKY,-2.225130081,113.9430008
2840,Maumere(Wai Oti) Airport,Maumere,Indonesia,MOF,-8.640649796,122.2369995
2841,Ende (H Hasan Aroeboesman) Airport,Ende,Indonesia,ENE,-8.849289894,121.6610031
2842,Frans Sales Lega Airport,Ruteng,Indonesia,RTG,-8.597009659,120.4769974
2843,El Tari Airport,Kupang,Indonesia,KOE,-10.17160034,123.6709976
2844,Komodo (Mutiara II) Airport,Labuhan Bajo,Indonesia,LBJ,-8.486660004,119.8889999
2845,Sultan Aji Muhamad Sulaiman Airport,Balikpapan,Indonesia,BPN,-1.268270016,116.8939972
2846,Juwata Airport,Taraken,Indonesia,TRK,3.326667,117.569444
2847,Temindung Airport,Samarinda,Indonesia,SRI,-0.484530985,117.1569977
2848,Selaparang Airport,Mataram,Indonesia,AMI,-8.560709953,116.0950012
2849,Muhammad Salahuddin Airport,Bima,Indonesia,BMU,-8.539649963,118.6869965
2850,Waingapu Airport,Waingapu,Indonesia,WGP,-9.669219971,120.302002
2851,Juanda International Airport,Surabaya,Indonesia,SUB,-7.379829884,112.7870026
2852,Adi Sumarmo Wiryokusumo Airport,Solo City,Indonesia,SOC,-7.516089916,110.7570038
2853,Incheon International Airport,Seoul,South Korea,ICN,37.46910095,126.4509964
2854,Chiang Mai International Airport,Chiang Mai,Thailand,CNX,18.76679993,98.96260071
2855,Chiang Rai International Airport,Chiang Rai,Thailand,CEI,19.95229912,99.88289642
2856,Nakhon Si Thammarat Airport,Nakhon Si Thammarat,Thailand,NST,8.539620399,99.94470215
2857,Nakhon Ratchasima Airport,Nakhon Ratchasima,Thailand,NAK,14.94950008,102.3130035
2858,Nakhon Phanom Airport,Nakhon Phanom,Thailand,KOP,17.38380051,104.6429977
2859,Ubon Ratchathani Airport,Ubon Ratchathani,Thailand,UBP,15.25129986,104.8700027
2860,Khon Kaen Airport,Khon Kaen,Thailand,KKC,16.46660042,102.7839966
2861,Sukhothai Airport,Sukhothai,Thailand,THS,17.23800087,99.81819916
2862,Ngurah Rai (Bali) International Airport,Denpasar,Indonesia,DPS,-8.748169899,115.1669998
2863,Eleftherios Venizelos International Airport,Athens,Greece,ATH,37.93640137,23.94449997
2864,Chubu Centrair International Airport,Nagoya,Japan,NGO,34.85839844,136.8049927
2865,Kobe Airport,Kobe,Japan,UKB,34.63280106,135.223999
2866,Pullman Moscow Regional Airport,Pullman,United States,PUW,46.7439,-117.110001
2867,Lewiston Nez Perce County Airport,Lewiston,United States,LWS,46.37450027,-117.0149994
2868,Elmira Corning Regional Airport,Elmira,United States,ELM,42.15990067,-76.89160156
2869,Ithaca Tompkins Regional Airport,Ithaca,United States,ITH,42.49100113,-76.45839691
2870,Monterey Peninsula Airport,Monterey,United States,MRY,36.5870018,-121.8430023
2871,Santa Barbara Municipal Airport,Santa Barbara,United States,SBA,34.42620087,-119.8399963
2872,Daytona Beach International Airport,Daytona Beach,United States,DAB,29.179899,-81.058098
2873,Liepāja International Airport,Liepaja,Latvia,LPX,56.51750183,21.09690094
2874,Riga International Airport,Riga,Latvia,RIX,56.92359924,23.97109985
2875,Šiauliai International Airport,Siauliai,Lithuania,SQQ,55.89390182,23.39500046
2876,Barysiai Airport,Barysiai,Lithuania,HLJ,56.0705986,23.55809975
2877,Kaunas International Airport,Kaunas,Lithuania,KUN,54.96390152,24.08480072
2878,Palanga International Airport,Palanga,Lithuania,PLQ,55.97320175,21.09390068
2879,Vilnius International Airport,Vilnius,Lithuania,VNO,54.63410187,25.28580093
2880,Panevėžys Air Base,Panevezys,Lithuania,PNV,55.72940063,24.46080017
2881,Zvartnots International Airport,Yerevan,Armenia,EVN,40.14730072,44.39590073
2882,Gyumri Shirak Airport,Gyumri,Armenia,LWN,40.75040054,43.85929871
2883,Assab International Airport,Assab,Eritrea,ASA,13.07180023,42.64500046
2884,Asmara International Airport,Asmara,Eritrea,ASM,15.29189968,38.91070175
2885,Massawa International Airport,Massawa,Eritrea,MSW,15.67000008,39.37009811
2886,Yasser Arafat International Airport,Gaza,Palestine,GZA,31.24640083,34.27610016
2887,Batumi International Airport,Batumi,Georgia,BUS,41.61029816,41.59970093
2888,Kopitnari Airport,Kutaisi,Georgia,KUT,42.17670059,42.48260117
2889,Tbilisi International Airport,Tbilisi,Georgia,TBS,41.6692009,44.95470047
2890,Mukalla International Airport,Mukalla,Yemen,RIY,14.66259956,49.375
2891,Ta'izz International Airport,Taiz,Yemen,TAI,13.68599987,44.13909912
2892,Hodeidah International Airport,Hodeidah,Yemen,HOD,14.75300026,42.97629929
2893,Aden International Airport,Aden,Yemen,ADE,12.8295002,45.02880096
2894,Ataq Airport,Ataq,Yemen,AXK,14.55130005,46.82619858
2895,Al Ghaidah International Airport,Al Ghaidah Intl,Yemen,AAY,16.19169998,52.17499924
2896,Sana'a International Airport,Sanaa,Yemen,SAH,15.47630024,44.21969986
2897,Beihan Airport,Beihan,Yemen,BHN,14.78199959,45.7201004
2898,Socotra International Airport,Socotra,Yemen,SCT,12.63070011,53.90579987
2899,Memmingen Allgau Airport,Memmingen,Germany,FMM,47.98880005,10.23950005
2900,Nevşehir Kapadokya Airport,Nevsehir,Turkey,NAV,38.7719,34.5345
2901,Ministro Pistarini International Airport,Buenos Aires,Argentina,EZE,-34.8222,-58.5358
2902,Erbil International Airport,Erbil,Iraq,EBL,36.23759842,43.96319962
2903,Emerald Airport,Emerald,Australia,EMD,-23.56749916,148.1790009
2904,Athen Helenikon Airport,Athens,Greece,HEW,37.893299,23.726101
2905,Kansai International Airport,Osaka,Japan,KIX,34.4272995,135.2440033
2906,Tagbilaran Airport,Tagbilaran,Philippines,TAG,9.664079666,123.8529968
2907,Ilulissat Airport,Ilulissat,Greenland,JAV,69.24320221,-51.05709839
2908,Qasigiannguit Heliport,Qasigiannguit,Greenland,JCH,68.82281555,-51.17344737
2909,Aasiaat Airport,Aasiaat,Greenland,JEG,68.72180176,-52.78469849
2910,Palma De Mallorca Airport,Palma de Mallorca,Spain,PMI,39.55170059,2.738810062
2911,Darwin International Airport,Darwin,Australia,DRW,-12.41469955,130.8769989
2912,Surat Thani Airport,Surat Thani,Thailand,URT,9.132599831,99.13559723
2913,Talkeetna Airport,Talkeetna,United States,TKA,62.32049942,-150.0939941
2914,Xewkija Heliport,Gozo,Malta,GZM,36.027199,14.2728
2915,Tweed New Haven Airport,New Haven,United States,HVN,41.26369858,-72.88680267
2916,Asheville Regional Airport,Asheville,United States,AVL,35.43619919,-82.54180145
2917,Piedmont Triad International Airport,Greensboro,United States,GSO,36.09780121,-79.93730164
2918,Joe Foss Field Airport,Sioux Falls,United States,FSD,43.58200073,-96.74189758
2919,Ayers Rock Connellan Airport,Uluru,Australia,AYQ,-25.1861,130.975998
2920,Manchester Airport,Manchester NH,United States,MHT,42.93259811,-71.43569946
2921,Naples Municipal Airport,Naples,United States,APF,26.15259933,-81.77529907
2922,LTS Pulau Redang Airport,Redang,Malaysia,RDN,5.76527977,103.0070038
2923,Louisville International Standiford Field,Louisville,United States,SDF,38.1744,-85.736
2924,Charlottesville Albemarle Airport,Charlottesville VA,United States,CHO,38.1385994,-78.45290375
2925,Roanoke–Blacksburg Regional Airport,Roanoke VA,United States,ROA,37.32550049,-79.97540283
2926,Blue Grass Airport,Lexington KY,United States,LEX,38.03649902,-84.60590363
2927,Evansville Regional Airport,Evansville,United States,EVV,38.03699875,-87.53240204
2928,Albuquerque International Sunport Airport,Albuquerque,United States,ABQ,35.04019928,-106.6090012
2929,Gallatin Field,Bozeman,United States,BZN,45.77750015,-111.1529999
2930,Billings Logan International Airport,Billings,United States,BIL,45.80770111,-108.5429993
2931,Bert Mooney Airport,Butte,United States,BTM,45.95479965,-112.4970016
2932,Cherry Capital Airport,Traverse City,United States,TVC,44.74140167,-85.5821991
2933,Mundo Maya International Airport,Flores,Guatemala,FRS,16.91379929,-89.86640167
2934,Hancock County-Bar Harbor Airport,Bar Harbor,United States,BHB,44.45000076,-68.3615036
2935,Knox County Regional Airport,Rockland,United States,RKD,44.06010056,-69.09919739
2936,Jackson Hole Airport,Jacksn Hole,United States,JAC,43.6072998,-110.737999
2937,Chicago Rockford International Airport,Rockford,United States,RFD,42.19540024,-89.09719849
2938,Domodedovo International Airport,Moscow,Russia,DME,55.40879822,37.90629959
2939,Sanya Phoenix International Airport,Sanya,China,SYX,18.30290031,109.4120026
2940,Milford Sound Airport,Milford Sound,New Zealand,MFN,-44.6733017,167.9230042
2941,Lijiang Airport,Lijiang,China,LJG,26.68000031,100.2460022
2942,Greenville Spartanburg International Airport,Greenville,United States,GSP,34.89569855,-82.21890259
2943,Central Illinois Regional Airport at Bloomington-Normal,Bloomington,United States,BMI,40.47710037,-88.91590118
2944,Gulfport Biloxi International Airport,Gulfport,United States,GPT,30.40730095,-89.07009888
2945,Kalamazoo Battle Creek International Airport,Kalamazoo,United States,AZO,42.23490143,-85.55210114
2946,Toledo Express Airport,Toledo,United States,TOL,41.58679962,-83.80780029
2947,Fort Wayne International Airport,Fort Wayne,United States,FWA,40.97850037,-85.19509888
2948,Decatur Airport,Decatur,United States,DEC,39.83459854,-88.86569977
2949,The Eastern Iowa Airport,Cedar Rapids,United States,CID,41.88470078,-91.71080017
2950,La Crosse Municipal Airport,La Crosse,United States,LSE,43.879002,-91.256699
2951,Central Wisconsin Airport,Wassau,United States,CWA,44.77759933,-89.66680145
2952,General Wayne A. Downing Peoria International Airport,Peoria,United States,PIA,40.66419983,-89.69329834
2953,Appleton International Airport,Appleton,United States,ATW,44.2580986,-88.51909637
2954,Rochester International Airport,Rochester,United States,RST,43.90829849,-92.5
2955,University of Illinois Willard Airport,Champaign,United States,CMI,40.03919983,-88.27809906
2956,Manhattan Regional Airport,Manhattan,United States,MHK,39.14099884,-96.67079926
2957,Kingscote Airport,Kingscote,Australia,KGC,-35.71390152,137.5209961
2958,Hervey Bay Airport,Hervey Bay,Australia,HVB,-25.31889915,152.8800049
2959,Dali Airport,Dali,China,DLU,25.649401,100.319
2960,Mulu Airport,Mulu,Malaysia,MZV,4.04832983,114.8050003
2961,Sharm El Sheikh International Airport,Sharm El Sheikh,Egypt,SSH,27.97730064,34.39500046
2962,Venango Regional Airport,Franklin,United States,FKL,41.37789917,-79.86039734
2963,Jomo Kenyatta International Airport,Nairobi,Kenya,NBO,-1.319239974,36.92779922
2964,Seronera Airport,Seronera,Tanzania,SEU,-2.458060026,34.82249832
2965,El Calafate Airport,El Calafate,Argentina,FTE,-50.2803,-72.053101
2966,Armidale Airport,Armidale,Australia,ARM,-30.52809906,151.6170044
2967,Grand Junction Regional Airport,Grand Junction,United States,GJT,39.12239838,-108.5270004
2968,St George Municipal Airport,Saint George,United States,SGU,37.03638889,-113.5103056
2969,David Wayne Hooks Memorial Airport,Houston,United States,DWH,30.0618,-95.55280304
2970,Port O'Connor Private Airport,Port O\\'Connor,United States,S46,28.42970085,-96.44439697
2971,Sarasota Bradenton International Airport,Sarasota,United States,SRQ,27.39539909,-82.55439758
2972,L.F. Wade International International Airport,Bermuda,Bermuda,BDA,32.36399841,-64.67870331
2973,Van Nuys Airport,Van Nuys,United States,VNY,34.20980072,-118.4899979
2974,Quad City International Airport,Moline,United States,MLI,41.44850159,-90.50749969
2975,Panama City-Bay Co International Airport,Panama City,United States,PFN,30.212099,-85.6828
2976,Honiara International Airport,Honiara,Solomon Islands,HIR,-9.42800045,160.0549927
2977,Faa'a International Airport,Papeete,French Polynesia,PPT,-17.55369949,-149.6069946
2978,Nauru International Airport,Nauru,Nauru,INU,-0.547458,166.919006
2979,Funafuti International Airport,Funafuti,Tuvalu,FUN,-8.525,179.195999
2980,Tolmachevo Airport,Novosibirsk,Russia,OVB,55.01259995,82.65070343
2981,Xieng Khouang Airport,Phon Savan,Laos,XKH,19.45000076,103.1579971
2982,Bismarck Municipal Airport,Bismarck,United States,BIS,46.77270126,-100.7460022
2983,Telluride Regional Airport,Telluride,United States,TEX,37.9538002,-107.9079971
2984,Yinchuan Airport,Yinchuan,China,INC,38.481899,106.009003
2985,Mae Hong Son Airport,Mae Hong Son,Thailand,HGN,19.30130005,97.97579956
2986,Rapid City Regional Airport,Rapid City,United States,RAP,44.04529953,-103.0569992
2987,Mc Clellan-Palomar Airport,Carlsbad,United States,CLD,33.12829971,-117.2799988
2988,Bishop International Airport,Flint,United States,FNT,42.9654007,-83.74359894
2989,Francisco Bangoy International Airport,Davao,Philippines,DVO,7.125520229,125.6460037
2990,Madeira Airport,Funchal,Portugal,FNC,32.69789886,-16.77449989
2991,Maestro Wilson Fonseca Airport,Santarem,Brazil,STM,-2.424721956,-54.78583145
2992,Sihanoukville International Airport,Sihanoukville,Cambodia,KOS,10.57970047,103.637001
2993,Ekati Airport,Ekati,Canada,YOA,64.69889832,-110.6149979
2994,Hawke's Bay Airport,NAPIER,New Zealand,NPE,-39.465801,176.869995
2995,Levuka Airfield,Levuka,Fiji,LEV,-17.71109962,178.7590027
2996,Lhasa Gonggar Airport,Lhasa,China,LXA,29.29780006,90.91190338
2997,Redding Municipal Airport,Redding,United States,RDD,40.50899887,-122.2929993
2998,Mahlon Sweet Field,Eugene,United States,EUG,44.12459946,-123.211998
2999,Idaho Falls Regional Airport,Idaho Falls,United States,IDA,43.51459885,-112.0709991
3000,Rogue Valley International Medford Airport,Medford,United States,MFR,42.37419891,-122.8730011
3001,Kaikoura Airport,Kaikoura,New Zealand,KBZ,-42.42499924,173.6049957
3002,Roberts Field,Redmond-Bend,United States,RDM,44.2541008,-121.1500015
3003,Picton Aerodrome,Picton,New Zealand,PCN,-41.34609985,173.9559937
3004,Hosea Kutako International Airport,Windhoek,Namibia,WDH,-22.4799,17.4709
3005,Victoria Harbour Seaplane Base,Victoria,Canada,YWH,48.42498589,-123.3888674
3006,Yaoqiang Airport,Jinan,China,TNA,36.85720062,117.2160034
3007,Changzhou Benniu Airport,Changzhou,China,CZX,31.919701,119.778999
3008,Yibin Caiba Airport,Yibin,China,YBP,28.80055556,104.545
3009,Roshchino International Airport,Tyumen,Russia,TJM,57.1896019,65.32430267
3010,Akron Canton Regional Airport,Akron,United States,CAK,40.91609955,-81.44219971
3011,Huntsville International Carl T Jones Field,Huntsville,United States,HSV,34.6371994,-86.77510071
3012,Mid Ohio Valley Regional Airport,PARKERSBURG,United States,PKB,39.3451004,-81.43920135
3013,Montgomery Regional (Dannelly Field) Airport,MONTGOMERY,United States,MGM,32.30059814,-86.39399719
3014,Tri Cities Regional Tn Va Airport,BRISTOL,United States,TRI,36.47520065,-82.40740204
3015,Barkley Regional Airport,PADUCAH,United States,PAH,37.06079865,-88.77380371
3016,Djibouti-Ambouli Airport,Djibouti,Djibouti,JIB,11.54730034,43.15950012
3017,Haikou Meilan International Airport,Haikou,China,HAK,19.93490028,110.4589996
3018,Mafia Island Airport,Mafia Island,Tanzania,MFA,-7.917478,39.668502
3019,Page Municipal Airport,Page,United States,PGA,36.92610168,-111.447998
3020,Utila Airport,Utila,Honduras,UII,16.1131,-86.880302
3021,Glacier Park International Airport,Kalispell,United States,FCA,48.3105011,-114.2559967
3022,MBS International Airport,Saginaw,United States,MBS,43.53290176,-84.07959747
3023,Greater Binghamton/Edwin A Link field,Binghamton,United States,BGM,42.20869827,-75.97979736
3024,Baghdad International Airport,Baghdad,Iraq,BGW,33.26250076,44.23460007
3025,Nan Airport,Nan,Thailand,NNT,18.80789948,100.7829971
3026,Roi Et Airport,Roi Et,Thailand,ROI,16.11680031,103.7740021
3027,Buri Ram Airport,Buri Ram,Thailand,BFV,15.22949982,103.2529984
3028,Trat Airport,Trat,Thailand,TDX,12.27460003,102.3190002
3029,Blythe Airport,Blythe,United States,BLH,33.61920166,-114.7170029
3030,Clark International Airport,Angeles City,Philippines,CRK,15.18599987,120.5599976
3031,Sandakan Airport,Sandakan,Malaysia,SDK,5.900899887,118.0589981
3032,Luang Namtha Airport,Luang Namtha,Laos,LXG,20.96699905,101.4000015
3033,Oudomsay Airport,Muang Xay,Laos,ODY,20.6826992,101.9940033
3034,Taoxian Airport,Shenyang,China,SHE,41.63980103,123.4830017
3035,John A. Osborne Airport,Geralds,Montserrat,MNI,16.79140091,-62.19329834
3036,Petersburg James A Johnson Airport,Petersburg,United States,PSG,56.80170059,-132.9450073
3037,Luoyang Airport,Luoyang,China,LYA,34.74110031,112.3880005
3038,Xuzhou Guanyin Airport,Xuzhou,China,XUZ,34.059056,117.555278
3039,Magway Airport,Magwe,Burma,MWQ,20.16559982,94.94139862
3040,Kanti Airport,Khamti,Burma,KHM,25.98830032,95.67440033
3041,Lien Khuong Airport,Dalat,Vietnam,DLI,11.75,108.3669968
3042,Rach Gia Airport,Rach Gia,Vietnam,VKG,9.958029972,105.1323795
3043,Cà Mau Airport,Ca Mau,Vietnam,CAH,9.177667,105.177778
3044,Chu Lai International Airport,Chu Lai,Vietnam,VCL,15.40330029,108.7060013
3045,Dong Tac Airport,Tuy Hoa,Vietnam,TBB,13.04959965,109.3339996
3046,Mae Hong Son Airport,Pai,Thailand,PYY,19.37199974,98.43699646
3047,Bol Airport,Brac,Croatia,BWK,43.28570175,16.67970085
3048,Yaoundé Nsimalen International Airport,Yaounde,Cameroon,NSI,3.722559929,11.5532999
3049,Conakry International Airport,Conakry,Guinea,CKY,9.57689,-13.612
3050,Aachen-Merzbrück Airport,Aachen,Germany,AAH,50.82305527,6.186388969
3051,Karlsruhe Baden-Baden Airport,Karlsruhe/Baden-Baden,Germany,FKB,48.77939987,8.080499649
3052,Orlando Sanford International Airport,Sanford,United States,SFB,28.77759933,-81.23750305
3053,John Murtha Johnstown Cambria County Airport,Johnstown,United States,JST,40.31610107,-78.83390045
3054,Lukla Airport,Lukla,Nepal,LUA,27.68689919,86.72969818
3055,Bhojpur Airport,Bhojpur,Nepal,BHP,27.1473999,87.05079651
3056,Lamidanda Airport,Lamidanda,Nepal,LDN,27.25309944,86.66999817
3057,Jomsom Airport,Jomsom,Nepal,JMO,28.780426,83.723
3058,Manang Airport,Manang,Nepal,NGX,28.64139938,84.08920288
3059,Phaplu Airport,Phaplu,Nepal,PPL,27.51778688,86.58445358
3060,Rumjatar Airport,Rumjatar,Nepal,RUM,27.30349922,86.55039978
3061,Tulsipur Airport,Dang,Nepal,DNP,28.11109924,82.29419708
3062,Rukumkot Airport,Rukumkot,Nepal,RUK,28.62700081,82.19499969
3063,Jumla Airport,Jumla,Nepal,JUM,29.27420044,82.19329834
3064,Taplejung Airport,Taplejung,Nepal,TPJ,27.3509,87.69525
3065,Tumling Tar Airport,Tumling Tar,Nepal,TMI,27.31500053,87.19329834
3066,Surkhet Airport,Surkhet,Nepal,SKH,28.58600044,81.63600159
3067,Simikot Airport,Simikot,Nepal,IMK,29.97109985,81.81890106
3068,Dolpa Airport,Dolpa,Nepal,DOP,28.98570061,82.81909943
3069,Bajhang Airport,Bajhang,Nepal,BJH,29.53899956,81.18540192
3070,Dhangarhi Airport,Dhangarhi,Nepal,DHI,28.75329971,80.58190155
3071,Muan International Airport,Muan,South Korea,MWX,34.991406,126.382814
3072,Astypalaia Airport,Astypalaia,Greece,JTY,36.57989883,26.37579918
3073,Ikaria Airport,Ikaria,Greece,JIK,37.68270111,26.3470993
3074,Kalymnos Airport,Kalymnos,Greece,JKL,36.9632988,26.94059944
3075,Milos Airport,Milos,Greece,MLO,36.69689941,24.4769001
3076,Naxos Airport,Cyclades Islands,Greece,JNX,37.08110046,25.36809921
3077,Paros Airport,Paros,Greece,PAS,37.020495,25.113195
3078,Kastelorizo Airport,Kastelorizo,Greece,KZS,36.14170074,29.57640076
3079,Marsa Alam International Airport,Marsa Alam,Egypt,RMF,25.5571003,34.58369827
3080,Weeze Airport,Weeze,Germany,NRN,51.60240173,6.142169952
3081,Francisco B. Reyes Airport,Busuanga,Philippines,USU,12.12150002,120.0999985
3082,Bancasi Airport,Butuan,Philippines,BXU,8.9515,125.4788
3083,Dipolog Airport,Dipolog,Philippines,DPL,8.601983499,123.3418751
3084,Laoag International Airport,Laoag,Philippines,LAO,18.17810059,120.5319977
3085,Legazpi City International Airport,Legazpi,Philippines,LGP,13.1575,123.735
3086,Labo Airport,Ozamis,Philippines,OZC,8.178509712,123.8420029
3087,Mactan Cebu International Airport,Cebu,Philippines,CEB,10.30749989,123.9789963
3088,Norden-Norddeich Airport,Norden,Germany,NOE,53.63305664,7.190278053
3089,Juist Airport,Juist,Germany,JUI,53.68111038,7.055832863
3090,Porto Seguro Airport,Porto Seguro,Brazil,BPS,-16.43860054,-39.08089828
3091,Brigadeiro Lysias Rodrigues Airport,Palmas,Brazil,PMW,-10.29150009,-48.35699844
3092,Nelson Ribeiro Guimarães Airport,Caldas Novas,Brazil,CLV,-17.72529984,-48.60749817
3093,Missoula International Airport,Missoula,United States,MSO,46.91630173,-114.0910034
3094,Blackall Airport,Blackall,Australia,BKQ,-24.42779922,145.4290009
3095,Bundaberg Airport,Bundaberg,Australia,BDB,-24.90390015,152.3190002
3096,Grand Canyon National Park Airport,Grand Canyon,United States,GCN,35.95240021,-112.1470032
3097,Sugar Land Regional Airport,Sugar Land,United States,SGR,29.62229919,-95.65650177
3098,Hayman Island Heliport,Hayman Island,Australia,HIS,-20.0599,148.8834
3099,Centennial Airport,Denver,United States,APA,39.57009888,-104.848999
3100,Clovis Municipal Airport,Clovis,United States,CVN,34.42509842,-103.0790024
3101,Fort Stockton Pecos County Airport,Fort Stockton,United States,FST,30.91570091,-102.9160004
3102,Las Vegas Municipal Airport,Las Vegas,United States,LVS,35.65420151,-105.1419983
3103,West Houston Airport,Houston,United States,IWS,29.81819916,-95.67259979
3104,La Junta Municipal Airport,La Junta,United States,LHX,38.04970169,-103.5090027
3105,Las Cruces International Airport,Las Cruces,United States,LRU,32.28939819,-106.9219971
3106,Stephens County Airport,Breckenridge,United States,BKD,32.71900177,-98.89099884
3107,Draughon Miller Central Texas Regional Airport,Temple,United States,TPL,31.15250015,-97.40779877
3108,Ozona Municipal Airport,Ozona,United States,OZA,30.73530006,-101.2030029
3109,Kaadedhdhoo Airport,Kaadedhdhoo,Maldives,KDM,0.488130987,72.99690247
3110,Aklavik/Freddie Carmichael Airport,Aklavik,Canada,LAK,68.223297,-135.00599
3111,Déline Airport,Deline,Canada,YWJ,65.21109772,-123.435997
3112,Tulita Airport,Tulita,Canada,ZFN,64.90969849,-125.572998
3113,Fort Good Hope Airport,Fort Good Hope,Canada,YGH,66.24079895,-128.651001
3114,Tanna Airport,Tanna,Vanuatu,TAH,-19.45509911,169.223999
3115,Paulatuk (Nora Aliqatchialuk Ruben) Airport,Paulatuk,Canada,YPC,69.36083812,-124.07547
3116,El Trompillo Airport,Santa Cruz,Bolivia,SRZ,-17.81159973,-63.17150116
3117,Juancho E. Yrausquin Airport,Saba,Netherlands Antilles,SAB,17.64500046,-63.22000122
3118,Eagle County Regional Airport,Vail,United States,EGE,39.64260101,-106.9179993
3119,Stokmarknes Skagen Airport,Stokmarknes,Norway,SKN,68.5788269,15.03341675
3120,Cuyahoga County Airport,Richmond Heights,United States,CGF,41.56510162,-81.48639679
3121,Mansfield Lahm Regional Airport,Mansfield,United States,MFD,40.82139969,-82.51660156
3122,Columbus Metropolitan Airport,Columbus,United States,CSG,32.5163002,-84.93890381
3123,Lawton Fort Sill Regional Airport,Lawton,United States,LAW,34.56769943,-98.41660309
3124,Fort Collins Loveland Municipal Airport,Fort Collins,United States,FNL,40.4518013,-105.0110016
3125,Flagstaff Pulliam Airport,Flagstaff,United States,FLG,35.13850021,-111.6709976
3126,Lake Tahoe Airport,South Lake Tahoe,United States,TVL,38.89390182,-119.9950027
3127,Joslin Field Magic Valley Regional Airport,Twin Falls,United States,TWF,42.48180008,-114.487999
3128,Martha's Vineyard Airport,Vineyard Haven MA,United States,MVY,41.39310074,-70.61430359
3129,Concord Municipal Airport,Concord NH,United States,CON,43.20270157,-71.50229645
3130,Groton New London Airport,Groton CT,United States,GON,41.33010101,-72.04509735
3131,St Cloud Regional Airport,Saint Cloud,United States,STC,45.54660034,-94.05989838
3132,Qinhuangdao Beidaihe Airport,Bagan,Burma,BPE,39.666389,119.058889
3133,Golden Triangle Regional Airport,Columbus Mississippi,United States,GTR,33.45029831,-88.59140015
3134,Nizhny Novgorod Strigino International Airport,Nizhniy Novgorod,Russia,GOJ,56.23009872,43.7840004
